Date,Regime,AccelZ,DivZ,SignalStrength
2024-08-06,STABLE,0.0987,0.6763,0.6763
2024-08-07,STABLE,0.0,0.713,0.713
2024-08-08,STABLE,0.2521,0.6985,0.6985
2024-08-09,STABLE,0.7823,0.1687,0.7823
2024-08-12,STABLE,0.0,0.0911,0.0911
2024-08-13,STABLE,0.0,0.9337,0.9337
2024-08-14,STABLE,0.0,0.9128,0.9128
2024-08-15,STABLE,0.5023,0.3535,0.5023
2024-08-16,STABLE,0.0,0.5629,0.5629
2024-08-19,STABLE,0.0,0.776,0.776
2024-08-20,FRAGILE_BOTH,2.9816,1.525,2.9816
2024-08-21,STABLE,0.6188,0.5001,0.6188
2024-08-22,STABLE,0.0,0.0,0.0
2024-08-23,STABLE,0.0103,0.0,0.0103
2024-08-26,FRAGILE_BOTH,1.177,1.4403,1.4403
2024-08-27,STABLE,0.0,0.0,0.0
2024-08-28,FRAGILE_BOTH,1.5186,2.475,2.475
2024-08-29,STABLE,0.0,0.9423,0.9423
2024-08-30,STABLE,0.0,0.6902,0.6902
2024-09-02,STABLE,0.0,0.542,0.542
2024-09-03,FRAGILE_DIV,0.0,1.0892,1.0892
2024-09-04,FRAGILE_DIV,0.0,1.5525,1.5525
2024-09-05,FRAGILE_DIV,0.0,1.2345,1.2345
2024-09-06,STABLE,0.7677,0.8789,0.8789
2024-09-09,FRAGILE_BOTH,1.4769,1.0754,1.4769
2024-09-10,FRAGILE_DIV,0.0,1.5954,1.5954
2024-09-11,FRAGILE_DIV,0.3798,1.4075,1.4075
2024-09-12,STABLE,0.0,0.0,0.0
2024-09-13,FRAGILE_DIV,0.0,2.6455,2.6455
2024-09-16,FRAGILE_BOTH,2.4081,1.5118,2.4081
2024-09-17,STABLE,0.0,0.9112,0.9112
2024-09-18,FRAGILE_ACCEL,1.3896,0.2958,1.3896
2024-09-19,STABLE,0.0,0.6387,0.6387
2024-09-20,FRAGILE_DIV,0.0853,1.1401,1.1401
2024-09-23,STABLE,0.0,0.8327,0.8327
2024-09-24,FRAGILE_DIV,0.3678,1.5754,1.5754
2024-09-25,STABLE,0.0,0.9048,0.9048
2024-09-26,FRAGILE_DIV,0.0,1.3214,1.3214
2024-09-27,FRAGILE_DIV,0.0,2.078,2.078
2024-09-30,STABLE,0.0,0.292,0.292
2024-10-01,FRAGILE_DIV,0.0,1.9293,1.9293
2024-10-02,STABLE,0.0,0.764,0.764
2024-10-03,STABLE,0.0,0.3059,0.3059
2024-10-04,STABLE,0.0534,0.6935,0.6935
2024-10-07,FRAGILE_BOTH,1.558,1.0705,1.558
2024-10-08,FRAGILE_DIV,0.0314,1.0861,1.0861
2024-10-09,STABLE,0.0,0.8871,0.8871
2024-10-10,FRAGILE_ACCEL,1.2548,0.8041,1.2548
2024-10-11,FRAGILE_BOTH,1.2834,2.0069,2.0069
2024-10-14,FRAGILE_ACCEL,1.8911,0.3589,1.8911
2024-10-15,FRAGILE_DIV,0.6878,3.2811,3.2811
2024-10-16,STABLE,0.1442,0.0,0.1442
2024-10-17,FRAGILE_DIV,0.0,1.0649,1.0649
2024-10-18,STABLE,0.6873,0.3606,0.6873
2024-10-21,FRAGILE_BOTH,1.0466,4.3424,4.3424
2024-10-22,STABLE,0.4271,0.9244,0.9244
2024-10-23,STABLE,0.0181,0.8327,0.8327
2024-10-24,FRAGILE_ACCEL,1.4423,0.5703,1.4423
2024-10-25,STABLE,0.1217,0.7738,0.7738
2024-10-28,STABLE,0.129,0.4908,0.4908
2024-10-29,STABLE,0.1511,0.5228,0.5228
2024-10-30,FRAGILE_BOTH,1.146,1.3285,1.3285
2024-10-31,FRAGILE_DIV,0.0,1.248,1.248
2024-11-01,FRAGILE_DIV,0.0,2.2671,2.2671
2024-11-04,FRAGILE_DIV,0.0317,1.2985,1.2985
2024-11-05,STABLE,0.0,0.7122,0.7122
2024-11-06,STABLE,0.0,0.0,0.0
2024-11-07,FRAGILE_DIV,0.2319,1.5592,1.5592
2024-11-08,FRAGILE_BOTH,1.0218,1.4976,1.4976
2024-11-11,STABLE,0.0,0.0,0.0
2024-11-12,STABLE,0.022,0.7734,0.7734
2024-11-13,FRAGILE_ACCEL,1.0487,0.6844,1.0487
2024-11-14,FRAGILE_DIV,0.0,1.0044,1.0044
2024-11-15,FRAGILE_DIV,0.2089,1.0682,1.0682
2024-11-18,FRAGILE_DIV,0.0861,1.9971,1.9971
2024-11-19,STABLE,0.179,0.0,0.179
2024-11-20,STABLE,0.1845,0.1616,0.1845
2024-11-21,STABLE,0.0406,0.0,0.0406
2024-11-22,STABLE,0.0,0.7938,0.7938
2024-11-25,FRAGILE_BOTH,2.5435,1.9603,2.5435
2024-11-26,STABLE,0.0,0.7651,0.7651
2024-11-27,FRAGILE_DIV,0.0,1.1981,1.1981
2024-11-28,STABLE,0.0,0.4179,0.4179
2024-11-29,STABLE,0.0,0.0,0.0
2024-12-02,STABLE,0.8272,0.3097,0.8272
2024-12-03,STABLE,0.4247,0.1248,0.4247
2024-12-04,STABLE,0.0,0.9944,0.9944
2024-12-05,FRAGILE_BOTH,2.0638,3.7649,3.7649
2024-12-06,STABLE,0.7276,0.8954,0.8954
2024-12-09,FRAGILE_DIV,0.0,1.2771,1.2771
2024-12-10,FRAGILE_DIV,0.114,1.9139,1.9139
2024-12-11,FRAGILE_ACCEL,1.5726,0.0,1.5726
2024-12-12,STABLE,0.0,0.5332,0.5332
2024-12-13,FRAGILE_DIV,0.0,1.0799,1.0799
2024-12-16,STABLE,0.3725,0.1133,0.3725
2024-12-17,FRAGILE_DIV,0.0,1.3763,1.3763
2024-12-18,STABLE,0.0,0.5122,0.5122
2024-12-19,FRAGILE_DIV,0.0,1.6415,1.6415
2024-12-20,STABLE,0.3937,0.0,0.3937
2024-12-23,FRAGILE_DIV,0.0,1.0705,1.0705
2024-12-24,STABLE,0.0,0.7428,0.7428
2024-12-26,STABLE,0.0,0.3763,0.3763
2024-12-27,STABLE,0.0,0.9103,0.9103
2024-12-30,STABLE,0.1639,0.0,0.1639
2024-12-31,STABLE,0.0,0.9499,0.9499
2025-01-02,STABLE,0.0,0.5122,0.5122
2025-01-03,STABLE,0.0,0.5637,0.5637
2025-01-06,STABLE,0.0,0.5783,0.5783
2025-01-07,STABLE,0.0,0.6392,0.6392
2025-01-08,STABLE,0.1051,0.1973,0.1973
2025-01-10,STABLE,0.1585,0.0,0.1585
2025-01-13,STABLE,0.0,0.8116,0.8116
2025-01-14,FRAGILE_DIV,0.6231,1.0905,1.0905
2025-01-15,STABLE,0.4981,0.4532,0.4981
2025-01-16,STABLE,0.0456,0.3796,0.3796
2025-01-17,STABLE,0.3517,0.2425,0.3517
2025-01-20,FRAGILE_ACCEL,3.118,0.2136,3.118
2025-01-21,STABLE,0.0,0.4542,0.4542
2025-01-22,FRAGILE_BOTH,2.2628,1.4855,2.2628
2025-01-23,FRAGILE_DIV,0.0,1.3249,1.3249
2025-01-24,FRAGILE_ACCEL,1.475,0.5378,1.475
2025-01-27,STABLE,0.0,0.0,0.0
2025-01-28,STABLE,0.0919,0.7784,0.7784
2025-01-29,FRAGILE_DIV,0.0,2.4851,2.4851
2025-01-30,FRAGILE_DIV,0.139,1.4843,1.4843
2025-01-31,FRAGILE_DIV,0.0,1.4679,1.4679
2025-02-03,STABLE,0.0,0.7633,0.7633
2025-02-04,STABLE,0.7786,0.8503,0.8503
2025-02-05,FRAGILE_DIV,0.7426,1.1472,1.1472
2025-02-06,FRAGILE_DIV,0.0,1.0534,1.0534
2025-02-07,STABLE,0.0,0.93,0.93
2025-02-10,FRAGILE_ACCEL,1.6116,0.0,1.6116
2025-02-11,FRAGILE_DIV,0.0,1.4037,1.4037
2025-02-12,STABLE,0.4789,0.8254,0.8254
2025-02-13,STABLE,0.308,0.5435,0.5435
2025-02-14,FRAGILE_DIV,0.0,2.1455,2.1455
2025-02-17,FRAGILE_DIV,0.0,1.3379,1.3379
2025-02-18,FRAGILE_ACCEL,1.0711,0.0,1.0711
2025-02-19,FRAGILE_DIV,0.0,1.4299,1.4299
2025-02-20,FRAGILE_BOTH,1.7081,1.64,1.7081
2025-02-21,FRAGILE_DIV,0.2864,3.0445,3.0445
2025-02-24,STABLE,0.0,0.6794,0.6794
2025-02-25,STABLE,0.0715,0.3299,0.3299
2025-02-26,FRAGILE_DIV,0.0,1.1834,1.1834
2025-02-27,STABLE,0.5196,0.7138,0.7138
2025-02-28,STABLE,0.0,0.8415,0.8415
2025-03-03,STABLE,0.0,0.3801,0.3801
2025-03-04,STABLE,0.5041,0.0,0.5041
2025-03-05,STABLE,0.0342,0.0,0.0342
2025-03-06,STABLE,0.3335,0.1187,0.3335
2025-03-07,STABLE,0.3848,0.1061,0.3848
2025-03-10,STABLE,0.0,0.0,0.0
2025-03-11,STABLE,0.1912,0.0,0.1912
2025-03-12,STABLE,0.1267,0.0,0.1267
2025-03-13,STABLE,0.2573,0.0,0.2573
2025-03-14,FRAGILE_DIV,0.0,1.0252,1.0252
2025-03-17,STABLE,0.0,0.0,0.0
2025-03-18,STABLE,0.0,0.8021,0.8021
2025-03-19,STABLE,0.0077,0.0,0.0077
2025-03-20,STABLE,0.0,0.9254,0.9254
2025-03-21,FRAGILE_DIV,0.9095,1.2027,1.2027
2025-03-24,FRAGILE_DIV,0.0,1.3502,1.3502
2025-03-25,STABLE,0.5912,0.7803,0.7803
2025-03-26,FRAGILE_ACCEL,1.0666,0.9378,1.0666
2025-03-27,STABLE,0.0,0.7248,0.7248
2025-03-28,STABLE,0.0,0.7738,0.7738
2025-03-31,STABLE,0.0,0.4318,0.4318
2025-04-01,FRAGILE_DIV,0.0,2.1034,2.1034
2025-04-02,STABLE,0.0,0.8809,0.8809
2025-04-03,STABLE,0.1727,0.0,0.1727
2025-04-04,STABLE,0.2637,0.0,0.2637
2025-04-07,STABLE,0.0,0.0,0.0
2025-04-08,STABLE,0.0,0.0,0.0
2025-04-09,STABLE,0.0,0.0,0.0
2025-04-10,STABLE,0.0,0.0,0.0
2025-04-11,STABLE,0.071,0.0,0.071
2025-04-14,STABLE,0.0386,0.3486,0.3486
2025-04-15,STABLE,0.0,0.0,0.0
2025-04-16,STABLE,0.0,0.7273,0.7273
2025-04-17,STABLE,0.5441,0.0,0.5441
2025-04-21,STABLE,0.4041,0.6702,0.6702
2025-04-22,STABLE,0.0,0.0,0.0
2025-04-23,FRAGILE_DIV,0.0,1.8448,1.8448
2025-04-24,STABLE,0.0,0.0,0.0
2025-04-25,STABLE,0.0,0.5541,0.5541
2025-04-28,FRAGILE_DIV,0.0,1.1041,1.1041
2025-04-29,STABLE,0.3016,0.7312,0.7312
2025-04-30,STABLE,0.4623,0.0,0.4623
2025-05-01,FRAGILE_DIV,0.7378,2.6148,2.6148
2025-05-02,STABLE,0.0,0.0,0.0
2025-05-05,FRAGILE_ACCEL,1.3497,0.0,1.3497
2025-05-06,STABLE,0.0,0.0,0.0
2025-05-07,FRAGILE_DIV,0.0,2.9405,2.9405
2025-05-08,FRAGILE_DIV,0.2082,3.0747,3.0747
2025-05-09,STABLE,0.0,0.0,0.0
2025-05-12,STABLE,0.0,0.0,0.0
2025-05-13,STABLE,0.2469,0.0,0.2469
2025-05-14,STABLE,0.0,0.0,0.0
2025-05-15,STABLE,0.1264,0.7791,0.7791
2025-05-16,STABLE,0.0,0.0,0.0
2025-05-19,STABLE,0.0,0.0,0.0
2025-05-20,STABLE,0.0,0.1357,0.1357
2025-05-21,STABLE,0.6589,0.0,0.6589
2025-05-22,STABLE,0.0,0.0,0.0
2025-05-23,FRAGILE_BOTH,1.6264,2.2032,2.2032
2025-05-26,STABLE,0.0,0.7514,0.7514
2025-05-27,STABLE,0.0,0.0,0.0
2025-05-28,STABLE,0.0,0.0,0.0
2025-05-29,FRAGILE_BOTH,1.3797,1.1272,1.3797
2025-05-30,FRAGILE_DIV,0.9565,1.746,1.746
2025-06-02,FRAGILE_DIV,0.0,1.4589,1.4589
2025-06-03,FRAGILE_DIV,0.0,2.1553,2.1553
2025-06-04,STABLE,0.0,0.0,0.0
2025-06-05,FRAGILE_DIV,0.0,1.2293,1.2293
2025-06-06,STABLE,0.0,0.0,0.0
2025-06-09,STABLE,0.0,0.0,0.0
2025-06-10,STABLE,0.0246,0.0,0.0246
2025-06-11,STABLE,0.0,0.0,0.0
2025-06-12,FRAGILE_DIV,0.0,1.1106,1.1106
2025-06-13,STABLE,0.0,0.0,0.0
2025-06-16,FRAGILE_DIV,0.0,1.1595,1.1595
2025-06-17,STABLE,0.0,0.0,0.0
2025-06-18,FRAGILE_DIV,0.0,2.7005,2.7005
2025-06-19,STABLE,0.0,0.0,0.0
2025-06-20,STABLE,0.0,0.0,0.0
2025-06-23,STABLE,0.0,0.0,0.0
2025-06-24,STABLE,0.0,0.8093,0.8093
2025-06-25,FRAGILE_DIV,0.0,3.0338,3.0338
2025-06-26,FRAGILE_DIV,0.0,1.9071,1.9071
2025-06-27,STABLE,0.0,0.5994,0.5994
2025-06-30,STABLE,0.0,0.3219,0.3219
2025-07-01,FRAGILE_BOTH,1.2288,2.8851,2.8851
2025-07-02,STABLE,0.0,0.9832,0.9832
2025-07-03,FRAGILE_BOTH,1.5455,1.0382,1.5455
2025-07-04,STABLE,0.0,0.0,0.0
2025-07-07,STABLE,0.0,0.4026,0.4026
2025-07-08,FRAGILE_BOTH,1.0242,1.0329,1.0329
2025-07-09,FRAGILE_DIV,0.0635,1.7513,1.7513
2025-07-10,FRAGILE_DIV,0.0,1.5452,1.5452
2025-07-11,FRAGILE_DIV,0.9211,1.5862,1.5862
2025-07-14,STABLE,0.0,0.1768,0.1768
2025-07-15,STABLE,0.0261,0.3698,0.3698
2025-07-16,FRAGILE_DIV,0.0,2.1624,2.1624
2025-07-17,FRAGILE_ACCEL,1.3548,0.6786,1.3548
2025-07-18,STABLE,0.0,0.9955,0.9955
2025-07-21,FRAGILE_BOTH,1.4745,1.1582,1.4745
2025-07-22,STABLE,0.1193,0.8052,0.8052
2025-07-23,FRAGILE_ACCEL,2.7809,0.6598,2.7809
2025-07-24,FRAGILE_BOTH,1.1592,1.4153,1.4153
2025-07-25,FRAGILE_BOTH,4.307,1.485,4.307
2025-07-28,FRAGILE_DIV,0.0,1.1738,1.1738
2025-07-29,FRAGILE_ACCEL,1.9392,0.8532,1.9392
2025-07-30,FRAGILE_DIV,0.7454,1.3188,1.3188
2025-07-31,STABLE,0.0,0.0,0.0
2025-08-01,FRAGILE_DIV,0.0,1.5671,1.5671
2025-08-04,STABLE,0.0,0.0,0.0
2025-08-05,STABLE,0.0,0.3716,0.3716
2025-08-06,FRAGILE_ACCEL,2.0115,0.5115,2.0115
2025-08-07,STABLE,0.1999,0.8268,0.8268
2025-08-08,FRAGILE_DIV,0.0,1.0187,1.0187
2025-08-11,FRAGILE_ACCEL,1.182,0.8288,1.182
2025-08-12,FRAGILE_DIV,0.0,1.8367,1.8367
2025-08-13,STABLE,0.0,0.5142,0.5142
2025-08-14,STABLE,0.0761,0.0,0.0761
2025-08-15,STABLE,0.0,0.0495,0.0495
2025-08-18,FRAGILE_DIV,0.0,3.7312,3.7312
2025-08-19,STABLE,0.0,0.3428,0.3428
2025-08-20,STABLE,0.656,0.0,0.656
2025-08-21,STABLE,0.0,0.3926,0.3926
2025-08-22,STABLE,0.0,0.628,0.628
2025-09-01,FRAGILE_DIV,0.0,1.8984,1.8984
2025-09-02,STABLE,0.0,0.0281,0.0281
2025-09-03,STABLE,0.0,0.6054,0.6054
2025-09-04,FRAGILE_BOTH,3.1046,2.6024,3.1046
2025-09-05,FRAGILE_BOTH,2.3654,2.9882,2.9882
2025-09-08,FRAGILE_DIV,0.8084,1.5923,1.5923
2025-09-09,FRAGILE_BOTH,1.4915,1.5676,1.5676
2025-09-10,STABLE,0.0,0.7247,0.7247
2025-09-11,FRAGILE_DIV,0.0,2.9964,2.9964
2025-09-12,FRAGILE_DIV,0.0,1.2381,1.2381
2025-09-15,FRAGILE_ACCEL,1.7757,0.3168,1.7757
2025-09-16,STABLE,0.0509,0.7515,0.7515
2025-09-17,STABLE,0.5784,0.9675,0.9675
2025-09-18,FRAGILE_DIV,0.3391,1.3551,1.3551
2025-09-19,FRAGILE_ACCEL,1.0838,0.0445,1.0838
2025-09-22,STABLE,0.1178,0.4001,0.4001
2025-09-23,FRAGILE_DIV,0.8413,1.1296,1.1296
2025-09-24,FRAGILE_ACCEL,1.3368,0.0,1.3368
2025-09-25,STABLE,0.0694,0.2887,0.2887
2025-09-26,STABLE,0.0,0.2195,0.2195
2025-09-29,STABLE,0.0,0.3212,0.3212
2025-09-30,STABLE,0.0,0.0,0.0
2025-10-01,FRAGILE_DIV,0.0,2.3129,2.3129
2025-10-02,FRAGILE_ACCEL,1.4765,0.4003,1.4765
2025-10-03,FRAGILE_BOTH,2.8653,2.6495,2.8653
2025-10-06,STABLE,0.7304,0.8078,0.8078
2025-10-07,FRAGILE_DIV,0.0,1.6548,1.6548
2025-10-08,FRAGILE_BOTH,2.3047,1.705,2.3047
2025-10-09,FRAGILE_DIV,0.0,1.01,1.01
2025-10-10,STABLE,0.0,0.5359,0.5359
2025-10-13,STABLE,0.0,0.3939,0.3939
2025-10-14,FRAGILE_BOTH,1.627,1.3926,1.627
2025-10-15,FRAGILE_DIV,0.0,1.2473,1.2473
2025-10-16,STABLE,0.0,0.5218,0.5218
2025-10-17,STABLE,0.0,0.4978,0.4978
2025-10-20,STABLE,0.0,0.6561,0.6561
2025-10-21,STABLE,0.3645,0.0,0.3645
2025-10-22,FRAGILE_ACCEL,1.5331,0.3357,1.5331
2025-10-23,STABLE,0.0,0.707,0.707
2025-10-24,FRAGILE_DIV,0.0,1.8469,1.8469
2025-10-27,STABLE,0.9368,0.7802,0.9368
2025-10-28,STABLE,0.4884,0.9891,0.9891
2025-10-29,FRAGILE_ACCEL,1.5534,0.7027,1.5534
2025-10-30,FRAGILE_DIV,0.6059,1.3624,1.3624
2025-10-31,STABLE,0.0825,0.4682,0.4682
2025-11-03,STABLE,0.0,0.3792,0.3792
2025-11-04,STABLE,0.0,0.0978,0.0978
2025-11-05,STABLE,0.0,0.4263,0.4263
2025-11-06,FRAGILE_ACCEL,1.8012,0.367,1.8012
2025-11-07,FRAGILE_BOTH,1.4699,3.6283,3.6283
2025-11-10,FRAGILE_ACCEL,1.2206,0.2335,1.2206
2025-11-11,STABLE,0.3374,0.0,0.3374
2025-11-12,STABLE,0.4821,0.0,0.4821
2025-11-13,STABLE,0.0694,0.8218,0.8218
2025-11-14,FRAGILE_ACCEL,1.1145,0.0,1.1145
2025-11-17,FRAGILE_ACCEL,2.9171,0.5886,2.9171
2025-11-19,FRAGILE_DIV,0.0,2.2392,2.2392
2025-11-20,FRAGILE_ACCEL,1.1024,0.7654,1.1024
2025-11-21,FRAGILE_DIV,0.0,3.0967,3.0967
2025-11-24,FRAGILE_BOTH,1.7021,2.231,2.231
2025-11-25,STABLE,0.0,0.871,0.871
2025-11-26,STABLE,0.0,0.0,0.0
2025-11-27,STABLE,0.0,0.0,0.0
2025-11-28,FRAGILE_DIV,0.0,1.3128,1.3128
2025-12-01,FRAGILE_DIV,0.0,1.0858,1.0858
2025-12-02,FRAGILE_BOTH,2.3173,3.0713,3.0713
2025-12-03,STABLE,0.0431,0.4478,0.4478
2025-12-04,STABLE,0.0,0.3103,0.3103
2025-12-05,FRAGILE_DIV,0.0,3.315,3.315
2025-12-08,FRAGILE_DIV,0.0,2.0523,2.0523
2025-12-09,STABLE,0.2182,0.699,0.699
2025-12-10,FRAGILE_DIV,0.0,1.3661,1.3661
2025-12-11,STABLE,0.0,0.0,0.0
2025-12-12,FRAGILE_DIV,0.0,1.5412,1.5412
2025-12-15,STABLE,0.0,0.3345,0.3345
2025-12-16,STABLE,0.0,0.3989,0.3989
2025-12-17,STABLE,0.0,0.2106,0.2106
2025-12-18,STABLE,0.0,0.1468,0.1468
2025-12-19,STABLE,0.0,0.3231,0.3231
2025-12-22,STABLE,0.0,0.981,0.981
2025-12-23,STABLE,0.0,0.7365,0.7365
2025-12-24,FRAGILE_BOTH,1.2812,1.8112,1.8112
2025-12-26,STABLE,0.347,0.9699,0.9699
2025-12-29,FRAGILE_DIV,0.0,1.7589,1.7589
2025-12-30,FRAGILE_DIV,0.6611,1.3702,1.3702
2025-12-31,STABLE,0.0,0.8555,0.8555
2026-01-02,STABLE,0.0,0.6566,0.6566
2026-01-05,STABLE,0.0,0.9484,0.9484
2026-01-06,STABLE,0.0,0.8053,0.8053
2026-01-07,FRAGILE_DIV,0.0,1.7737,1.7737
2026-01-08,FRAGILE_DIV,0.0,1.7337,1.7337
2026-01-09,STABLE,0.552,0.5607,0.5607
2026-01-12,STABLE,0.0,0.6701,0.6701
2026-02-10,STABLE,0.0,0.3342,0.3342
2026-02-11,STABLE,0.9076,0.6734,0.9076
2026-02-12,STABLE,0.0,0.0,0.0
2026-02-13,STABLE,0.4586,0.7785,0.7785
2026-02-16,STABLE,0.0,0.0,0.0
2026-02-25,STABLE,0.0,0.0,0.0
